ba_score,beer_number,comment,date,feel,look,overall,rdev,smell,taste,username 
3.95,45496,"A: This appears like a regular stout with the mild khaki carbonation, deep brown/blackish hues and nice malty roasted character. <br>
<br>
S: The nose has a very light smokiness to it with a mild sweetness. A bit watery, nothing to lose your mind over. A solid beer depending on how much you pay for it. <br>
<br>
T: The taste is thin and refreshing with an almond sweetness to it. There’s a very faint bit of milkiness and maple syrup but the palate is so thin you don’t really have time to focus on it. There’s a good balance to it with some mild bittering. The hops present a cocoa dryness that rounds it out nicely.<br>
<br>
M: This is very thin but it doesn’t feel like it came up short, it feels intentional, and that somehow makes it ok. The lacing is fantastic, but the coating is relatively minimal, which is a bit anomalous. Again, not disappointing though. I always feel like when someone presents a black ale, it is a genre that is so amorphous it is tough to really determine what you are about to get. Someimtes you get an imperial stout monster like Labyrinth, other times you get this dapper gentleperson. Who can ever tell.<br>
<br>
D: This is exceptionally drinkable and the color is the only thing that might be offputting to people. It is a strange hybrid that brings a bit of IPA to the table and a bit of Stout in the mix. Overall, pretty solid beer and I would recommend a bomber or two to any willing participant.<br>
<br>
Narrative: The hackneyed carriage clipped along steadily over the cobblestone streets and the slick London night was further obfuscated by misty clouds. Sir Grimsly peered at his silver pocket watch and sighed at how long the opera had taken. His finely tailored suit of rich velvet fit precisely and his jet black hair was slicked with a fragrant pomade. “Carlton, please, slow a bit!” He called to the carriage driver. He lifted the lacy ebony curtain and looked out into the dark night and noticed a single cat, staring intently upon the carriage as it slid to a stop. The cat peered knowingly and its obsidian coat shined in the night. It appeared to nod and signal to the magistrate. With a blink it disappeared. Sir Grimsley looked up and noted the mandate from today’s proceedings laying on the adjacent seat, unexecuted. With a forceful sigh, Sir Grimsley signed the stay of execution and set the prisoner free. The night shone with a furious depth, the slick streets ploshed with knowing applause.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">2,427 characters</span><br><br>","Jul 06, 2011",3.5,4,4,,4,4,SubpoenaDeuces
4.5,54905,,"May 26, 2014",,,,,,,Texsuds
4.25,54905,,"May 22, 2014",,,,,,,WTKeene
4.25,65536,,"Dec 01, 2011",,,,,,,kjkinsey
4,45617,,"Jul 16, 2015",4,4,4,-3.4%,4,4,mdlb44
4.08,45617,,"Jul 04, 2015",3.75,4,4,-1.4%,4,4.25,Magery
3.53,43535,,"Jan 28, 2015",3.5,4,3.5,-13.1%,3.5,3.5,senglish7
4,43535,,"Jan 27, 2015",4,4,4,-1.5%,4,4,dankjohn
4.25,43535,,"Jan 18, 2015",4.25,4.25,4.25,,4.25,4.25,BoljaBoy52
4.25,43535,,"Jan 16, 2015",4.25,4.25,4.25,,4.25,4.25,therealJAYZ
3.33,45496,"Bomber poured into pint glass. First, not much on the head, fizzled out pretty quick. Color is a very dark amber, almost black with back-lighting. This beer is by no means elite but it is easy drinking and not bad on the tastebuds. If I was playing a few rounds of Mike Tyson's Punch Out on my NES I could run through a bomber pretty quick. I feel like I want to like this brewer so much... small OR brewer, Fonzie type names, small distribution. I'm not sure how long they have been around but would be curious.<br>
<br>
So it goes like this, there are slight coffee/chocolate notes, nice, subtle. There is almost a dry tartness to it, like sour but not quite. Something wants to make me taste fruit at the end, but there is a fleeting sense to it, like an 80's pop song, but an average 80's pop song, not terrific like Take on Me.<br>
<br>
Overall, nice beer, easy drinker, low ABV for sessioning with the pals. I like that they are a small brewer and they have great potential!! I would retry their brews if I had the chance but they seem a bit immature still.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,047 characters</span><br><br>","Jul 05, 2011",3,3.5,3.5,-8.8%,3,3.5,quetzal013
3.5,45496,"On tap at EOU Faculty Lounge, $12 pitcher split with a buddy, 4.14.11. I don't believe the Brown Ale designation is correct, this is certainly an attempt at a CDA, and the recipe has certainly changed since last review.<br>
<br>
One finger light tan head, medium dissipation with minimal lacing over dark brown/almost black opaque body. Nose features good dose of roasted malt balanced by floral hops. Taste is predominantly roasted malts, picked up some faint chocolate notes once it warmed significantly, citrus hops, no bitterness to speak of on backend. Medium mouthfeel, decent effervescence, a wee bit sticky. This is what they are talking about when they call CDAs hoppy Porters. I know I'm spoiled by my proximity to Barley Brown's Turmoil, the benchmark for the style evidenced by first Gold medal at GABF in the category, I just didn't find this that interesting and certainly not hoppy enough for my liking.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">910 characters</span><br><br>","Apr 15, 2011",3.5,3.5,3.5,-4.1%,3.5,3.5,jdense
4,45496,"It appears brownish black with a mild brown full-bodied head.<br>
<br>
It smells quite sweet and fruity. I get a bit of a citrus and slightly sour smell to the beer. There is a very nice vanilla, coffee and chocolate smell. It has a great smell to it.<br>
<br>
It tastes slightly sour. There is a mellow coffee, vanilla and chocolate flavor to the ale. I get a bit of a mild caramel flavor. There is a mild fruity aftertaste I get a bit of a raison and citrus flavor. This is a fairly mellow beer. I feel that though the flavor is quite mild that the beer has a great balance to it. It is a very smooth ale.<br>
<br>
There is a moderate low carbonation. It has a great silky and smooth carbonation. I am impressed with how great the mouth-feel is in this beer.<br>
<br>
The drinkability is pretty good it goes down smooth but it is not that exciting of a beer so I would only order a glass or two of this beer.<br>
<br>
Overall a very nice simple ale that has a nice flavor.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">934 characters</span><br><br>","Jan 28, 2011",5,4,3.5,,4,4,chumba526
4.75,54905,,"May 20, 2014",,,,,,,Tomlin091744
5,54905,,"May 19, 2014",,,,,,,bayern1987
4,65536,,"Dec 01, 2011",,,,-1.5%,,,mhenson42
4,65536,,"Nov 21, 2011",,,,-1.5%,,,PhatAtUT
5,65536,,"Nov 17, 2011",,,,,,,ATXRyan
4.5,45617,,"Jun 21, 2015",4.5,4.5,4.5,,4.5,4.5,Davit
4.02,45617,,"Jun 05, 2015",4,4.25,4,-2.9%,4,4,DCLAguy11
4.75,43535,,"Jan 13, 2015",4.25,4.5,4.75,,5,4.75,Relax71
3.85,45496,"From notes.<br>
<br>
First off, don't think this should be categorized as a brown ale, this is more like a black ale. <br>
<br>
Anyways... Pours a dark black color with a faint white head.<br>
<br>
Aromas are of cocoa, cream, and hints of chocolate. Nose is faint, but pleasant.<br>
<br>
Taste is doughy up front, kind of like pretzel dough. Some light creamy coffee, and with a crisp mineral hop finish.<br>
<br>
Mouthfeel is pretty good. Crisp carbonation and a nice overall full feeling.<br>
<br>
Drinkability is also good. The more I drink this the more I think it could be a black lager. Interesting and tasty whatever it is...<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">584 characters</span><br><br>","Jan 01, 2011",4,3.5,4,,3.5,4,flexabull
3.5,54905,,"May 12, 2014",,,,-15.5%,,,ThurmondTX
4.5,65536,,"Nov 17, 2011",,,,,,,Texasfan549
4,65536,,"Nov 14, 2011",,,,-1.5%,,,bentwookie
4.17,65536,"Had on tap at Whip In 2/2011<br>
abv: 6%<br>
a - opaque dark brown, with a finger or two of cappuccino color head<br>
s - chocolate malts, a small hint of coconut, coffee<br>
t - very similar to 512 pecan porter, but without the banana nose and finish. It's got a mild smokey, chalky finish with a little bit of a sweet tangy zing at the end. There is another interesting element in mid sip, sweet (like fruit hard candy, but not overbearing) and slightly metallic spicy. <br>
m - nice body, little bit thick<br>
d - quite good for this a chocolaty stout. Has a nice creamy sweetness, and hint of spice. More drinkable than Pecan Porter<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">612 characters</span><br><br>","Jul 15, 2011",4.5,4,4,,4.5,4,jefe2
4.56,45617,,"May 22, 2015",4,3.75,4.75,,4.5,4.75,Etch_a_sketch
3.75,45617,,"May 15, 2015",3.75,3.75,3.75,-9.4%,3.75,3.75,Matt141
3.43,45617,,"May 11, 2015",4,3.25,3.75,-17.1%,3.25,3.25,JFCLACK
3.99,43535,,"Jan 10, 2015",3.75,3.5,4,-1.7%,3.75,4.25,mothmanscott
4.67,43535,,"Jan 10, 2015",4.75,4.5,5,,4.25,4.75,Natedogg
4,43535,,"Jan 04, 2015",4,4,4,-1.5%,4,4,Rimbimhoot
4.29,43535,,"Dec 20, 2014",4,4.25,4.25,,4.5,4.25,RAC81
3.51,45496,"Appearance-Pours a brownish black beer with sticky lacing and a high pillowy head.<br>
<br>
Smell-Light roast and brown bread. <br>
<br>
Taste-Medium roast, dark sour German bread. Middling herbal<br>
hop presence. <br>
<br>
Mouthfeel-Moderately full bodied and somewhat sticky.<br>
<br>
Drinkability-Smooth and drinkable, but frankly a bit boring. Billed as as black ale, this beer is a darker brown ale with a bit more roast.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">391 characters</span><br><br>","Dec 26, 2010",3.5,4,4,-3.8%,3,3.5,olmatty
4.04,54905,,"May 09, 2014",4,4,4,-2.4%,3.75,4.25,zonker17
4,54905,,"May 03, 2014",,,,-3.4%,,,DarthKostrizer
4,54905,,"May 02, 2014",,,,-3.4%,,,Berg77
4,54905,,"May 01, 2014",,,,-3.4%,,,wstitzel
3.5,54905,,"Apr 29, 2014",,,,-15.5%,,,brother_kenneth
3.5,64765,,"Dec 17, 2013",,,,-3.6%,,,JasonR1975
4,64765,,"Dec 17, 2013",,,,,,,KCuff
4,64765,,"Dec 17, 2013",,,,,,,Tristan_E
3.5,64765,,"Dec 11, 2013",,,,-3.6%,,,kscaldef
3.75,64765,,"Dec 07, 2013",,,,,,,Rheaume17
3.75,64765,,"Dec 05, 2013",,,,,,,Eighty
3.75,64765,,"Dec 02, 2013",,,,,,,CuriousMonk
3.65,65536,"Served up on cask at The Ginger Man in Austin.<br>
Basic black with a short, dark tan cap that didn't linger for long. Soapy bubbles, not unusual for a cask offering. The aroma was sweet and malty, roasty with some chocolate, lactose sweetness, and a hint of spice. Bitterness was low to moderate overall, balanced to caramel malty sweetness, more lactose and milk chocolate, roast. Peppery spice showed up in the finish. This was balanced quite nicely so that you didn't notice it much at first, but it grew a little bit as you finished your pint. By the time I was done, the peppery character was prominent, but not overpowering. I don't know that it would have been enjoyable past a single pint, but I liked the one that I had. Carbonation was appropriately low, body was medium to full. A solid offering overall.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">812 characters</span><br><br>","May 20, 2011",3,3.5,3.5,-10.1%,3.5,4,DrJay
4.14,45617,,"May 09, 2015",4,4,4,,3.75,4.5,ElJacobian
3.56,45617,,"May 09, 2015",3.75,3.5,3.75,-14%,3,3.75,jribeiro025
4.34,45617,,"May 08, 2015",4.25,4.25,4.5,,4,4.5,pnelting
4.25,45617,,"May 07, 2015",4.25,4.25,4.25,,4.25,4.25,RichH55
4.44,45617,,"May 03, 2015",4.5,4.5,4.5,,4.25,4.5,JCMattson
3.93,43535,,"Dec 20, 2014",3.75,4,3.75,-3.2%,4,4,cam12
3.4,43535,,"Dec 16, 2014",3.5,3.5,3.5,-16.3%,3.5,3.25,erushing
3.53,45496,,"Nov 30, 2010",4,3.5,4,-3.3%,3,3.5,Gobzilla
3.33,45496,"""People with courage and character always seem sinister to the rest.""<br>
<br>
--Hermann Hesse<br>
<br>
Burnt walnut brown with rust orange edges and a massive number of uprushing bubbles. The ecru colored crown filled the vast majority of the glass on the pour and isn't shrinking very quickly. As the foam melts and becomes rocky, the beer takes on the appearance of a black cow (Coke and ice cream) or a root beer float. More sudsy ribbons of lace stick than were expected.<br>
<br>
The aroma is darker than a brown ale and lighter than a stout (but closer to the latter). That often happens when black malt is used. It's also somewhat spicy, in a phenolic way, which doesn't necessarily bode well for the flavor profile.<br>
<br>
It's highly likely that the mouthfeel is at least partly to blame, but 10 BB S1nist0r Black Ale is not a wonderful example of.... whatever style it is. Again, the use of black malt means that it tastes nothing like a brown ale. Although time is helping to calm the carbonation storm, there isn't much depth when the beer is judged on its own merits.<br>
<br>
Black licorice and dark caramel dominate the flavor profile. There's a little black tea leaf bitterness that is easily countered by a modest amount of sweetness. The result is a leveling balance, rather than the contrasting balance that most well-brewed beer delivers. A dark fruit tanginess sneaks in with continued warming.<br>
<br>
The mouthfeel is too light, regardless of the ABV. In addition, it suffers the fate of most overbubbled beer. That is, it's way too fizzy early and is borderline flat by the midway point of the bottle. With even an above average mouthfeel, the scores on either side might have been one notch higher.<br>
<br>
When properly carbonated, S1nist0r (note the buried '10') Black Ale is probably about as good as this brewery's Apocalypse IPA. If it was more easily available, I'd give it another go round to see if my suspicions are correct.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,907 characters</span><br><br>","Oct 07, 2010",2.5,4,3,-8.8%,3.5,3.5,BuckeyeNation
4,54905,,"Apr 28, 2014",4,4,4,-3.4%,4,4,Karibourgeois
4,64765,,"Dec 01, 2013",,,,,,,BESTIALEX
3.58,65536,"On-tap at Pour House.<br>
<br>
Cascabel Cream shows a rich darkness to the body that looks like black coffee with a few drops of milk. A wispy tan head tries its best to stick around, but doesn't last long. The aroma has a dash of spiciness, but is largely comprised of a musty, earthy roastiness and black malt husks.<br>
<br>
The flavor isn't quite what one might expect from a ""Cream"" stout, or a pepper-flavored stout either. Nice roasted notes and a drying finish of baker's chocolate and hops. More like an ""Imperial Irish Dry Stout"", perhaps? A slight hint of peppery heat does creep into the finish, but it's too little too late. Mouthfeel is thin for the style and a bit grainy with a dry finish. A rare miss for (512), but Cascabel is still very drinkable and I nevertheless enjoyed it.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">780 characters</span><br><br>","Mar 11, 2011",3,4,4,-11.8%,3.5,3.5,wagenvolks
4.23,65536,"Served in a tall glass at the Addison Saucer. Kind of surprising to see a stout served in the tall weizen glasses. <br>
<br>
The beer pours a very dark brown color with a tan head. The aroma is heavy on the chocolate with some chilis mixed in. A fairly unique aroma and quite enjoyable. <br>
<br>
The flavor is similar. I get a lot of sweet chocolate with some roasted malt, spice from the chilis and some cream notes. I also get a little bit of coffee. No hops in the aroma, this is all about the malt. <br>
<br>
Medium to thick, creamy mouthfeel and medium carbonation. A very nice, easy drinking sweet stout with a nice added twist of peppers. Great beer.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">634 characters</span><br><br>","Feb 12, 2011",4,4.5,4,,4,4.5,Mora2000
3.31,65536,"Got my growler filled at Freetail in San Antonio on Wednesday night, poured about 24 hrs after growler fill. I know, don't worry, I drank plenty of Freetail beer while I was there, and got 5 growlers of their stuff too.<br>
<br>
Poured into my Dfh snifter, a tiny bit of tan head appears, and then quickly resides. Smell: I definitely get some dairy flavors, some smoke and chipotle flavors, and maybe some chocolate flavors in the background. Taste: some sort of weird smoke and light pepper taste hits first, and then there is the cream/milk flavor at the end. This is unique for sure, and I like the creativity used, but I'm not sure if this pepper taste really belongs here (although I know its intentional). Mouthfeel: huge carbonation is nice, it is silky and creamy. Nice feeling beer. Drinability: goes down pretty easily, no flavor is really offensive, but I don't know that I'd get a growler of it again.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">906 characters</span><br><br>","Jan 28, 2011",3.5,4,3,-18.5%,3,3.5,lnashsig
3.48,45617,,"May 03, 2015",3.25,3.5,3.5,-15.9%,3.5,3.5,mjwellman
4,43535,,"Dec 10, 2014",,,,-1.5%,,,dseanv
4.56,43535,,"Dec 05, 2014",,,,,,,trudi327
4.08,43535,,"Dec 05, 2014",,,,,,,jhuss10
3.8,45496,,"Aug 09, 2010",3.5,3.5,4,,3.5,4,allengarvin
3.82,45496,"Another rarity (in these parts, anyway) from msubulldog25. Word to ya, Brian! I dig the thin label strip running vertically from one side of the neck, over the cap and over the other side. Cool! I lack the technical word for this little accoutrement, if there is a word.<br>
<br>
Well, it ain't black, but it sure is a dark, dark, dark brown. Nearly opaque, with dark red tinting. The head is a quarter-inch and off-white, reducing to a crown pretty quickly.<br>
<br>
Nose is a bright, fresh, nutty thing, hazelnut mostly, along with sweet cream. A little bit of smoke, and a flash of juicy grape and plum round it out, as does some root beer and cola.<br>
<br>
Flavor is pretty much all that the aroma hints it will be--nutty toasted grains mostly, but also cola, grape and a milky sweetness. An herbal flare rests in the background, adding some depth. A bit of a tart edge, especially into the finish. <br>
<br>
Feel is lively, with carbonation tickling the tongue but not assaulting it, while the body is on the lighter side, remarkably slick and slippery.<br>
<br>
And hey, a nice herbal burp results with this one! Overall, Sinister (or S1nist0r) is an enjoyable and solid beer that offers a somewhat interesting take on the well-worn brown ale style.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,216 characters</span><br><br>","Aug 03, 2010",3.5,3.5,4.5,,4,3.5,Metalmonk
4.25,95837,,"Sep 11, 2014",,,,,,,KevMo84
4.25,95837,,"Aug 28, 2014",,,,,,,Axnjxn
3.75,53808,,"Sep 29, 2016",3.75,3.75,3.75,-2.8%,3.75,3.75,waddellc2
3.25,64765,,"Dec 01, 2013",,,,-10.5%,,,Phobicsquirrel
3.75,64765,,"Nov 26, 2013",,,,,,,gefinley
3.63,65536,"Just tapped at the San Antonio Flying Saucer. Pours an extremely dark jet black. The head was almost nonexistent, but the foam formed a nice light tan rim. The nose was as advertised, with an undeniable chocolate roasted malt overtone, and a perceptible sweet ""cafe con leche"" character. The taste was slightly bitter with some spiciness from the Guajillo peppers, but the not-too-high carbonation makes this sharp juxtaposition not too overwhelming. The coffee aftertaste lingers, but is somewhat light.<br>
<br>
FourthBeer potential: ABOVE AVERAGE. A worthy effort by (512)... nothing too imposing, but the Guajillo pepper taste might be too sharp as compared to other porters to make this sessionable.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">696 characters</span><br><br>","Jan 26, 2011",4,4.5,4,-10.6%,4,3,kinupanda
4.17,45617,,"May 01, 2015",4,4.25,4.25,,4,4.25,sirhc3034
3.76,43535,,"Dec 04, 2014",,,,-7.4%,,,Tinker60657
3.98,45496,"22 oz from Capilat Market, Salem. Very nicely presented bottle with the red ribbon 'seal"" over the cap. Pitch black beer with a really nice frothy,bubbly, big tan head. Aroma creamy coffeee and hot milk, very nice. Flavour is quite nice semi-bitter coffee and slightly dark chocolate tastes, some dark fruits maybe some prune. OK on the palate..not as thick as i expected, but makes this well drinkable. Overall a nice beer.<br>
More of a schwarzbier IMO<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">450 characters</span><br><br>","Jun 06, 2010",3.5,4.5,4,,4,4,Reidrover
3.67,45496,"12oz from the current seasonal mixed 12-pack... Black brew with khaki head, no real lacing or retention.. All about the malts, a bit of sweetness with some light cocoa and dry toast to add complexity.. light spicy hoppiness.. a bit of fruitiness on the end that makes me think of Dr. Pepper. Okay... I've had this brew many times and doubt I would buy it again after giving it a proper go-around... Fizzy, with nothing interesting on the body.<br>
<br>
3.5/3.75/3.5/3.25/3.5<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">466 characters</span><br><br>","May 28, 2010",3,3.5,4,,4,3.5,JohnGalt1
3.6,45496,"The bottle tells me ""black ale"" (whatever that is exactly), BA labels this a brown ale. I must say, this is like no brown that I have had. <br>
 <br>
My personal take on this brew is that its sort of a light porter. The nose and taste take on the dark, roasty chracteristics of a porter, yet the mouthfeel is light and highly carbed. Its not a bad tasting brew by any means, alas it suffers from a bit of an identity crisis. <br>
<br>
Imagine a decent american porter flavor profile but strip away the body, replace it with the mouthfeel that approches light lager territory. I enjoyed it, but it just didnt fully come together for me.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">619 characters</span><br><br>","May 15, 2010",2.5,3.5,4.5,-1.4%,3.5,3.5,zoolzoo
3.99,45496,"Heard a lot about 10 barrel brewing... missed a tasting at The BeerMongers... and have always seen this Sinister Black bottle around. Finally snagged one up to try... why this as the more common 10 barrel sold around I am wondering?<br>
<br>
- Poured into a tall and narrow Hopworks pint mug... can still barely see through it.... very dark brown and clear... minimal head and carbonation in the pour. Leaves a rather light pillow of head.<br>
<br>
- Spicy and herbal hop flare on the nose... very pine-like, and very hop-like... the hops I like. Subtle sweet grain notes, light chocolate malt... and oats.<br>
<br>
- Smooth balanced lightly sweetened grainy choco brew with a nice slam of bittering and zesty hops.... smooth, and yet robust. Quite tasty... and I bet this would be wonderful on tap.<br>
<br>
- Light to medium bodied.... smooth, little chewy... overall pleasant.<br>
<br>
- This is quite good, balanced, and tasty.... caught me a tad off guard... especially after reading some of the previous reviews. I am seeing that some are just not very fair. This brew deserves more credit!<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,056 characters</span><br><br>","Mar 29, 2010",4,3.5,4.5,,4.5,3.5,Docer
3.9,45496,"Aggressively poured into pint glass...<br>
<br>
A: Pours a light roasted chocolate color, almost like a very thin porter, nice three finger head forms and falls pretty slow leaving nice lacing.<br>
<br>
S: Sweet roasted malt, some faint dark fruit, raisin, very light chocolate, a little bready.<br>
<br>
T: Smooth light roasted malt, follows the nose for the most part, just a hint of hop on the finish that seems to crisp things up nicely.<br>
<br>
M: Lighter body, very nice carbonation, very smooth going down and a dry finish.<br>
<br>
D: This is meant to go down smooth and does so very nicely.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">560 characters</span><br><br>","Mar 02, 2010",4,4,4.5,,4,3.5,RedBrewer83
4.25,95837,,"Aug 28, 2014",,,,,,,Beerasaurus
4.5,95837,,"Aug 25, 2014",,,,,,,sanford_and_son
4.25,95837,,"Aug 24, 2014",,,,,,,TubaDan
4.25,95837,,"Aug 15, 2014",,,,,,,jdense
4.35,53808,"Poured from a 12 oz. bottle into an IPA glass.<br>
<br>
Appearance: Pours a deep amber orange with a moderate amount of bubbles. Solid finger of off white head which settles into a thin creamy layer. <br>
<br>
Smell: A juicy and earthy hop forward aroma with a scent of citrus and pine. Upfront citrus hop scent of grapefruit, orange, tangerine, melon, and mango. Earthy hop hints of pine and grass. Malt hints of caramel, grains, and cracker with yeast. A solid hoppy aroma. <br>
<br>
Taste: Like it smells, a juicy and earthy hop driven taste with notes of citrus fruit and pine. Juicy citrus hop notes of grapefruit, orange peel, melon, mango, and tangerine. Earthy hop notes of pine resin and grass. Backing malt notes of caramel, cracker, and grains along with some yeast. A pretty solid taste. <br>
<br>
Mouthfeel: Medium bodied with a moderate amount of carbonation. Juicy and fairly oily with a drying finish. <br>
<br>
Overall: A pretty good IPA. Nice citrus and pine flavor.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">944 characters</span><br><br>","Sep 29, 2016",4.25,4,4,,4.5,4.5,MattyG85
4.03,53808,,"Sep 19, 2016",4.25,4,4,,4,4,jroberts8811
3.93,53808,,"Sep 13, 2016",4,3.75,4,,3.75,4,costanzo_mike
4.72,53808,,"Sep 12, 2016",4.75,4.5,4.75,,4.25,5,nausicaa-taos
4.09,53808,,"Sep 12, 2016",3.75,4.25,4,,4,4.25,Branlott42
4,64765,,"Nov 15, 2013",,,,,,,Sir_Goatman
3.48,64765,"Appearance- Pours up a minimal amount of head which also has little retention. The head is a light to medium beige while the body is a maroonish brown that appears as a mix of light crimson and dark amber when held up to the light. Some lacing is left behind. <br>
<br>
Nose- Fairly malty. Not a lot of presence but enough to reveal noticeable aromas of brown bread, caramel, and raisins. The raisins are subtle with brown bread being the most noticeable aspect of the aroma. Swirling shows a bit more fruitiness (very mild cherries and plums) which is very weak. <br>
<br>
Taste- Fairly reflective of the nose with strong notes of brown bread and even stronger notes of caramel with both burnt and roasted aspects. Very thin raisin. These burnt and roasted qualities transition into a woodiness (mostly oak) which grows and brings up the finish. It starts off pretty thin but is a pretty bossy beer for most of the flavor profile. A low amount of heat joins in to add to the brashness. Some molasses and a bit of astringency. It's messy enough to suggest aging but just doesn't seem alcoholic enough (FYI: The bottle says 7% not 7.6%). The overall profile is very similar to a Scotch ale. A good amount of hoppiness that shows some pine, resin, and a fair amount of earwax. Lots of presence with a fair amount of complexity but the balance could be better. A little too astringent and bitter at this point to be thoroughly enjoyable. Still, an above average beer but not exactly what I would call a good beer. <br>
<br>
Mouthfeel- Medium bodied with a lot of carbonation and a lot of zip. Borders on carbonic. Way too much zip for me. <br>
<br>
Drinkability- A bit abrasive but this beer still has enough attractive flavors to keep me going. Okay price. A little hot.<br>
<br>
Overall- Above average but not much more than that. I would give it a try but I don't think I will be buying it again. You also might want to age this. I think I waited a month of two on this but still think it could settle a bit more.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,973 characters</span><br><br>","Nov 14, 2013",3.25,3.5,3.5,-4.1%,3.5,3.5,artoolemomo
3.03,65536,"On tap at the Petrol Station in Houston.<br>
<br>
A: Pours nearly opaque black. A bit of brown comes in around the edges. The Petrol Station has a tendency to just fill the pint glass all the way. So little head is sitting in the glass. Though I could see from the pour a thick tan foam. <br>
S: Roasted malt, chocolate, coffee. A bit acrid and astringent. Light on the peppers.<br>
T: A big malt bomb. Coffee, chocolate, and lots of roast. An acrid and metallic flavor as well. Some hot Chile peppers linger. This does not mesh well.<br>
M/D: A medium to full body. Well carbonated. It was a little harder for me to put back than I would like, and I did not care to come back to this either.<br>
<br>
A milk stout with Chile peppers is an interesting idea, but it did not work very well for me. Mix in the acrid character of the stout, and I am not a fan. I love 512, but this is a miss for me.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">874 characters</span><br><br>","Jan 23, 2011",3.5,4,3,-25.4%,3.5,2.5,champ103
4.04,43535,,"Nov 27, 2014",,,,-0.5%,,,tkrane
3.92,43535,,"Nov 20, 2014",,,,-3.4%,,,Geobus
3.23,45496,"Poured from a 22oz bomber into a pint glass at 47F.<br>
<br>
A - Quite dark and black, this had a high carbonation head that wasn't going anywhere fast, and minimal lacing.<br>
<br>
S - Malts and molasses, some hints of smoke, and just a touch of chocolate.<br>
<br>
T - Although generally, this tastes ok, this comes off as a beer that doesn't quite know what it wants to be. It is a VERY dark brown ale, or a weak American porter. I would say it is closer to the latter, but it feels a bit under-flavored and wimply in that regards. The overall flavor is slightly sweet roasted malts with a touch of nuttiness and chocolate.<br>
<br>
M - Highly carbonated, medium bodied. Fairly smooth but a bit thin, and not a real standout.<br>
<br>
D - ABV is pretty low, and it goes down easy enough. But, I would pass on buying it again. Was expecting a lot more with a name like Sinister (no matter the silly spelling).<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">871 characters</span><br><br>","Feb 27, 2010",3,3.5,3,-11.5%,3,3.5,blackc5
3.5,45496,"Appearance: brown, good clarity, thick layer of tan fine-beaded foam, good head retention<br>
<br>
Aroma: malty and chocolatey; hints of dust, grain, and molasses<br>
<br>
Flavor: medium malt sweetness balanced by a smooth roast; touch of brown sugar and some acidity; finishes semisweet with a lingering maltiness and not much hops<br>
<br>
Mouthfeel: medium body, gentle carbonation, somewhat slick<br>
<br>
Other comments: Tastes a lot different than I expected. It's basically a porter.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">458 characters</span><br><br>","Feb 18, 2010",3.5,3.5,3.5,-4.1%,3.5,3.5,GreenCard
3.99,170128,"A: Pours a lightly hazy golden honey in color with moderate to heavy amounts of fine active visible carbonation rising from the bottom of the glass and moderate amber + copper colored highlights. The beer has a two finger tall dense foamy beige head that slowly reduces to a large patch of thick film covering the entire surface of the beer and a thick ring at the edges of the glass. Significant amounts of lacing are observed.<br>
<br>
S: Moderate aromas of tropical/passionfruit, tropical/mango, citrus/grapefruit rind, and herbal hops over the top of light aromas of biscuit, toasted, and caramel malts.<br>
<br>
T: Upfront there are moderate flavors of biscuit, caramel, and toasted malts with a light to moderate amount of caramel sweetness. That is followed by slightly stronger than moderate flavors of tropical/passionfruit, tropical/mango, citrus/grapefruit rind, and herbal hops which contribute a slightly heavier than moderate amount of aggressive bitterness which lingers for quite a while.<br>
<br>
M: Medium bodied with moderate amounts of carbonation. Light to moderate amounts of dryness in the finish.<br>
<br>
O: An enjoyable West Coast style IPA with a pleasant hop aroma and flavor over a solid malt backbone. Easy to drink with very well hidden alcohol though a bit more bitter than some of the juicier IPAs that are starting to dominate the market nowadays.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,349 characters</span><br><br>","Mar 06, 2017",3.75,4.25,4,,4,4,dbrauneis
3.98,170128,,"Mar 02, 2017",3.75,4,3.5,,4,4.25,DallasK
