ba_score,beer_number,comment,date,feel,look,overall,rdev,smell,taste,username 
3.78,211580,,"May 19, 2016",4,3.75,3.75,-1.8%,3.75,3.75,gtermi
3.38,211580,,"May 19, 2016",3.25,3.5,3.5,-12.2%,3.5,3.25,Nucleosynthesis
3.9,211580,,"May 17, 2016",3.75,3.5,3.75,,4,4,devilmakesthree
4.06,211580,"On-tap 5/15/2016 at Flynn’s in Mansfield, MA, served in a tulip glass.<br>
<br>
A: The beer is a deep gold color, with a large off-white head that fades slowly and leaves a very thick lace on the glass.<br>
<br>
S: The aroma contains fruity citrus, grassy hops and caramelized malts.<br>
<br>
T: The taste starts out sweet with flavors of fruit, citrus and caramel. Then a strong but not over-powering hops bitterness comes in. The malt character is hearty and brings a good balance. The after-taste is slightly hoppy and slightly sweet.<br>
<br>
M: Crisp and smooth, medium body, medium carbonation, finish is slightly sticky.<br>
<br>
O: Tasty, goes down easily, not too filling, good kick, good representation of style, this is a solid beer to drink for a while.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">727 characters</span><br><br>","May 15, 2016",4,4,4,,4.25,4,TheManiacalOne
3.75,211580,,"May 14, 2016",3.75,3.75,3.75,-2.6%,3.75,3.75,Dizzy242
4,170128,,"Aug 30, 2017",4,4,4,,4,4,Hopfenpeter
3.85,170128,,"Aug 27, 2017",3.75,3.75,3.75,-3%,3.75,4,justinm4bama
4,170128,,"Aug 27, 2017",4,4,4,,4,4,liamt07
4.06,170128,,"Aug 27, 2017",4,4,4,,4.25,4,Dharmelink
4,170128,,"Aug 26, 2017",4.25,4.25,4,,4.25,3.75,craigbelly
4,166969,,"Oct 03, 2015",4,4,4,-2.2%,4,4,Elicoleman
4,166969,,"Sep 26, 2015",4,4,4,-2.2%,4,4,atlbravsrno1
3.77,166969,,"May 20, 2015",3.75,4,3.75,-7.8%,3.75,3.75,Boozecamel
4.13,166969,"rb<br>
<br>
On tap at the Boise pub earlier today... Pours mostly clear yellow with a short lived sudsy white head. Very lemony, but the lactic notes from the base Berliner still shine distinctly and differently from the lemon zest. However the zest adds a pretty intense lemon component... Very tasty and certainly very drinkable.<br>
<br>
4/4/4.25/4.25/4<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">340 characters</span><br><br>","Apr 05, 2015",4.25,4,4,,4,4.25,JohnGalt1
3.87,43535,,"Apr 17, 2016",4,4.25,3.75,-4.7%,4,3.75,Tygh
4,43535,,"Apr 10, 2016",4,4,4,-1.5%,4,4,Kurmaraja
4.09,43535,,"Apr 08, 2016",4,3.75,4,,4,4.25,myersbaker
3.87,43535,,"Apr 02, 2016",4,4.5,4,-4.7%,3.75,3.75,WoodBrew
4.09,43535,,"Apr 02, 2016",4,4,4.25,,3.75,4.25,TXBulldog
3.75,245741,,"Apr 01, 2017",3.75,3.75,3.75,,3.75,3.75,kvgomps
3.43,245741,,"Aug 22, 2016",3,4,3.25,-1.4%,3.5,3.5,devilmakesthree
3.25,245741,,"Aug 21, 2016",3.25,3.25,3.25,-6.6%,3.25,3.25,Elicoleman
3.63,45496,,"Jun 23, 2015",3.5,4,3.5,-0.5%,3.5,3.75,zestd
4.21,45496,,"Jun 09, 2015",3.25,4.5,4.25,,4,4.5,Tbouth
3.96,45496,,"Jun 04, 2015",3.75,3.75,4,,4,4,TrueMetalJake
3.68,45496,"One of the beers in a mixed pack from 10 Barrel that I picked up.  I'm wondering about the name... isn't Schwarzbier a lager?  Why call it an ale?  I've always wondered that about Dead Guy, too.  I personally like it when breweries in this area of the country branch out and brew interesting lagers; if anything I'm more likely to grab one off the shelf if it looks different than the run of the mill ales around it.<br>
<br>
It pours dark brown but allows more light through than most brews of this color.  Not much head faded quickly and leaves scant lace.  Looks like black coffee to me, actually.<br>
<br>
Nose is pleasant but faint.  A big inhale yields something kind of bready, yeasty and sweet that reminds me of overnight waffles that my wife makes with yeast leavening, with syrup on top.<br>
<br>
Flavors are also pleasant and understated.  Bready malts with sweetness like molasses and faintly earthy hops.  Low carbonation and light body is a good mouthfeel match to the flavors.  This is the only non-IPA in the mixed pack from 10 Barrel, and it's a nice change of pace from the hops. (But Joe IPA was my favorite overall.)<br>
<br>
10 Barrel must have been in a quirky mood when naming this beer.  Not only is ""Ale"" in the name puzzling to me since I believe this is a lager, a play on ""sinister"" doesn't fit either.  This is a mild-mannered, easy going drink that would play nice with a variety of food.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,387 characters</span><br><br>","May 15, 2015",3.75,3.5,3.75,,3.5,3.75,josiahschlender
4.2,45496,,"Apr 13, 2015",4.25,4.5,4.5,,3.75,4.25,Purplehat
4.09,54905,,"Mar 16, 2015",3.75,4.25,4,-1.2%,4,4.25,BeerIsntBad
3.75,54905,,"Jan 29, 2015",3.75,3.75,3.75,-9.4%,3.75,3.75,jrob21
4.15,54905,,"Jan 22, 2015",4.25,4.25,4.25,,4.25,4,CDCNAM
4.21,54905,,"Jan 22, 2015",4,4,4.25,,4.25,4.25,st9647v3
3.07,54905,,"Jan 19, 2015",2,3.75,3,-25.8%,3.5,3,BarrytheBear
2.8,95838,,"Jul 31, 2017",3,3,3,-17.4%,3,2.5,breardon1776
3.5,95838,,"Jul 30, 2017",3.5,3.5,3.5,,3.5,3.5,paulish
2.89,95838,,"Jul 22, 2017",3.25,3,3,-14.7%,3.25,2.5,C_Pel
3,95838,,"Jul 19, 2017",3,3,3,-11.5%,3,3,krome
3,95838,,"Jul 19, 2017",3,3,3,-11.5%,3,3,jgunther71
4.09,139778,,"Nov 01, 2017",4,3.75,4,,4,4.25,Dschamp
3.99,139778,,"Nov 28, 2016",3.75,4.25,4,-2.4%,4,4,Hop_God
3.75,139778,,"Aug 21, 2016",3.75,3.75,3.75,-8.3%,3.75,3.75,Elicoleman
4.1,139778,,"Jan 02, 2016",4,4,4.5,,4,4,rlee1390
3.73,139778,"Draft tonight at the brewpub... Pours dark orange/light brown with a long lasting white head... Spicy notes move from front to back and there is a pervasive boozy notes, the rum barrels come across much more on the palate and pretty heavily with warmth. Interesting, but you must like rum (and spiced pumpkin beers) to really enjoy this one and I'm on the fence on both accounts.<br>
<br>
4/4/3.5/3.75/3.75<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">398 characters</span><br><br>","Dec 03, 2015",3.75,4,3.75,-8.8%,4,3.5,JohnGalt1
3.79,84174,"Appearance:  Pours a pink hued ruby red with a nice mauve cap; decent retention and a smattering of lace<br>
<br>
Smell:  Raspberry popsicle tones; smells very sweet<br>
<br>
Taste:  Sweet raspberry juice which verges into the tart territory, through the middle; clean, not funky, with a lot of fruit in the finish; some woody tartness lingers in the aftertaste<br>
<br>
Mouthfeel:  Light to medium body with moderate to high carbonation<br>
<br>
Overall:  Nothing complex here; a good entry sour; fun to drink for a while<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">490 characters</span><br><br>","Jun 28, 2017",4,4,3.75,-6%,3.75,3.75,brentk56
4.02,84174,,"Jun 24, 2017",3.75,3.75,4,-0.2%,4.25,4,jera1350
3.88,84174,,"Jun 18, 2017",3.75,4.25,3.75,-3.7%,3.75,4,dertyd
4,68870,,"Sep 04, 2017",4,4,4,,4,4,whatsgoody
3.75,68870,,"Aug 29, 2016",3.75,3.75,3.75,,3.75,3.75,Oidmoe
3.5,68870,,"Sep 12, 2015",3.5,3.5,3.5,-4.6%,3.5,3.5,cantak
3.5,68870,,"Apr 21, 2015",3.5,3.5,3.5,-4.6%,3.5,3.5,BeersAndBears
3.71,191860,,"Mar 30, 2018",3.5,3.5,3.75,-2.6%,3.75,3.75,stevoj
3.77,191860,,"Nov 18, 2016",3.75,4,3.75,-1%,3.75,3.75,StonedTrippin
3.94,191860,"Growler fill from the Boise pub tonight... Enjoyed from my CBC goblet... Clear light orange with a 1"" foamy white head... Beautiful lacing. Big tropical fruit/pine hoppiness... Slightly earthy too... Flavor doesn't have all the hoppiness that the aroma delivers, but still very nice. Definitely a Kelso style IPA... This is proper and surprisingly drinkable even given the higher ABV.<br>
<br>
4.25/4/3.75/4.25/4<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">404 characters</span><br><br>","Sep 24, 2015",4.25,4.25,4,,4,3.75,JohnGalt1
4,211580,,"May 10, 2016",4,4,4,,4,4,Casey3236
3.71,211580,,"May 10, 2016",3.5,3.5,3.75,-3.6%,3.75,3.75,ItsYourBoyBlue
3.76,211580,,"May 09, 2016",3.75,3.25,3.75,-2.3%,3.5,4,casapy
3.69,170128,,"Aug 25, 2017",3.75,3.75,3.75,-7.1%,3.5,3.75,acurtis
4.31,170128,,"Aug 22, 2017",4.25,4.25,4.25,,4.5,4.25,wordemupg
4.01,170128,,"Aug 21, 2017",4.25,3.75,4,,4,4,Erikshegda1994
2.55,170128,,"Aug 20, 2017",2,3.5,2.5,-35.8%,3.5,2,Javaslinger
4.18,170128,,"Aug 20, 2017",4.25,4,4.25,,4,4.25,DCHritz
4.17,43535,,"Mar 30, 2016",4,4.25,4.25,,4,4.25,ovaltine
4.12,43535,,"Mar 21, 2016",4,4.25,4,,4,4.25,Casey3236
4.14,43535,,"Mar 21, 2016",4.25,4.25,4,,4,4.25,ManapuaMan
4.04,43535,,"Mar 12, 2016",4.25,4.25,4,-0.5%,4,4,GreatStoutman
4.7,43535,,"Mar 07, 2016",4.5,4.5,4.5,,4.5,5,vijayshan
3.44,54905,,"Jan 18, 2015",2.75,4,3.5,-16.9%,4.25,3,emerge077
4.5,54905,,"Jan 16, 2015",4.5,4.5,4.5,,4.5,4.5,baybum
4.34,54905,,"Jan 13, 2015",4,4.25,4.5,,4.5,4.25,buzzed
4.25,54905,,"Jan 13, 2015",3.75,4,4.25,,4.5,4.25,Kurmaraja
1.3,54905,,"Jan 09, 2015",1,2,1,-68.6%,2,1,thereal_adam
3.32,95838,"From the 16 oz pint can stamped 23 May 17.  Sampled on July 14, 2017.<br>
<br>
It pours a heady golden-yellow with excellent clarity. The head fades quickly to a ring.<br>
<br>
The aroma is grainy, syrupy, grassy, and a hint of apple or pear.  <br>
<br>
The body is light to medium and fairly smooth.<br>
<br>
Like the aroma there is a grainy quality to it but it is also sweet with a mild to moderate grassy hop finish.  Semi-dry.  Overall it was easy to drink and emulates the American Pale Lager style charmingly.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">484 characters</span><br><br>","Jul 14, 2017",3.5,3,3.25,-2.1%,3.5,3.25,puboflyons
2.9,95838,,"Jul 08, 2017",3,3.25,3,-14.5%,2.5,3,Luiz0930
3.26,95838,"1 PINT 9 FL. OZ. can<br>
Served in a pilsner glass<br>
<br>
This beer pours a brilliant golden color. It is topped with several inches of white head that leaves no lacing. <br>
<br>
It has a sweet and biscuit-y aroma.<br>
<br>
The taste is similar. It is not as sweet as the aroma led me to believe. I do get biscuit flavor. <br>
<br>
Moderate to thin mouthfeel<br>
<br>
It has a rust belt lager quaintness to it.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">369 characters</span><br><br>","Jul 07, 2017",3.5,4,3.25,-3.8%,3,3.25,buschbeer
5,95838,,"Jun 30, 2017",5,5,5,,5,5,tfsimpkins
4.04,139778,,"Nov 21, 2015",4.25,4.25,4,-1.2%,4,4,MaximumYuks
4.42,139778,,"Nov 01, 2015",4,4,4.5,,4.5,4.5,jason_nwx
3.04,139778,,"Aug 19, 2015",2.75,4,3,-25.7%,3,3,LouZ
4.5,139778,,"Apr 13, 2015",4.5,4.5,4.5,,4.5,4.5,ivegot3Dvision
3.9,139778,,"Feb 26, 2015",4,4,4,-4.6%,4,3.75,SocalKicks
4,139778,"Poured from 22oz bomber into my Selkirk Abbey tulip.<br>
<br>
Appearance:  rich orange hue with a surprisingly light haze and a moderate effervescence.  Head is a finger of creamy ivory foam which leaves a nice thorough lace on the glass as it dissipates.  Quite attractive!<br>
<br>
Smell:  strong and sweet with a definite pumpkin aroma and a big, oaky attitude.  There are indeed rum notes, and the oak is strong in a way that makes me think of a sour, although there's not a strictly sour element to it.  Nicely complex!<br>
<br>
Taste:  big and rich pumpkin up front, with a very solid maltiness.  There is a traditional pumpkin spice here, but it's easily stood up to by the barrel.  The overall effect is muddled, but it's still a very good beer indeed.<br>
<br>
Mouthfeel:  medium body with a good carbonation and concomitant creaminess.  I dig it.<br>
<br>
Overall: a very good pumpkin beer; it's got all the standard elements plus the interesting barrel qualities which show up a bit more in the aroma than in the flavor.  Drinks a bit below its atomic ABV.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,027 characters</span><br><br>","Jan 28, 2015",4,4,4,-2.2%,4,4,flagmantho
4.14,84174,,"Jun 10, 2017",3.75,4.25,4.25,,4,4.25,crow
4.49,84174,,"Jun 04, 2017",4.5,4.25,4.5,,4.5,4.5,eawolff99
3.75,84174,,"Jun 02, 2017",3.75,3.75,3.75,-6.9%,3.75,3.75,ordybill
3.54,84174,,"May 29, 2017",4,3.25,3.5,-12.2%,3.5,3.5,vette2006c5r
4.15,84174,,"May 27, 2017",4,4.5,4,,4.5,4,AB021816
3.69,211580,,"Apr 29, 2016",3.75,3.75,3.75,-4.2%,3.5,3.75,jaydoc
3.77,211580,,"Apr 29, 2016",3.75,4,3.75,-2.1%,3.75,3.75,Hohnbaum
3.72,211580,"Bottled 2/25/16.<br>
<br>
Pours a hazy reddish-orange with a foamy khaki head that settles to wisps of film on top of the beer. Foamy swaths of lace form around the glass on the drink down. Smell is of citrus zest, grapefruit juice, pine needle, and earthy hop aromas. Taste is much the same with toast, citrus zest, pine needle, and earthy hop flavors on the finish. There is a mild amount of bitterness on the palate with each sip. This beer has a lower level of carbonation with a slightly crisp and dry mouthfeel. Overall, this is a pretty good beer that leans towards the earthy side of the hop spectrum all around. <br>
<br>
Serving type: bottle.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">636 characters</span><br><br>","Apr 22, 2016",3.75,3.25,3.75,-3.4%,3.75,3.75,UCLABrewN84
3.79,211580,"12 ounce bottle to wine glass<br>
A: Deep Amber, hazy, medium tan foam that disapears quickly<br>
A: very fragrant-hoppy, citrusy<br>
T: medium bitterness, <br>
MF: lively carbonation lingers in roof of tongue<br>
OA: Very good pale ale, ok to repeat, not to look for<br>
Drank: April 19, 2016<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">269 characters</span><br><br>","Apr 20, 2016",4,3.75,3.5,-1.6%,4,3.75,gandres
3.5,211580,"Handsome amber brew with poenty of suds. Interesting aroma of apricot with green melon. Very sharp on the tongue with that acidic hoppy feeling. <br>
<br>
Very light toasted malt and massively hopped but moderately bitter. Interesting at first and tiresome after some sipping. Tastes like cucumbers with canned peach syrup. A little sweet and tastes stronger than the ABV would indicate. I don't know why the mystery about the hop. Just put it on the label and then tell your damn story.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">479 characters</span><br><br>","Apr 12, 2016",3.25,3.75,3.25,-9.1%,3.75,3.5,mactrail
4,170128,,"Aug 18, 2017",4,4,4,,4,4,EatonHops
4.02,134370,,"Dec 26, 2014",4,4.25,4,,4,4,SMITHAND
3.29,134370,,"Sep 06, 2014",3.5,3.5,3.25,-9.6%,3.25,3.25,stevoj
3.75,45617,,"Nov 03, 2016",3.75,3.75,3.75,-9.4%,3.75,3.75,aztraz
4.13,45617,,"Oct 25, 2016",4.25,4,4,-0.2%,4,4.25,rkarimi
3.94,45617,,"Oct 24, 2016",4,4.75,3.75,-4.8%,3.75,4,emptyglassagain
2.96,45617,,"Oct 16, 2016",3,3.25,3,-28.5%,2.75,3,GarbageMan10
4.03,43535,,"Mar 03, 2016",4,3.75,4,-0.7%,3.75,4.25,thatche2
3.69,43535,,"Mar 03, 2016",4,4,3.75,-9.1%,3.75,3.5,kkarimi
4.65,43535,,"Mar 03, 2016",4.5,4.5,4.75,,4.5,4.75,Categart
4.1,43535,,"Feb 24, 2016",4,4,4,,4,4.25,LoudRed
4.18,43535,,"Feb 20, 2016",4.25,4,4.25,,4,4.25,zizouandyuki
4.08,43535,,"Feb 15, 2016",4,4.25,4,,4.25,4,Cholinger10
4.12,54905,,"Jan 09, 2015",3.75,3.75,4,-0.5%,4.25,4.25,Phyl21ca
4.3,54905,,"Jan 04, 2015",4.25,4,4.25,,4.5,4.25,tkrane
4.22,54905,,"Dec 28, 2014",4,4.5,4.25,,3.75,4.5,ckeegan04
4,54905,,"Dec 21, 2014",4,4,4,-3.4%,4,4,largadeer
3.3,95838,,"Jun 28, 2017",3.25,4,3.25,-2.7%,3.25,3.25,pkalix
3.23,95838,"Clear pale yellow colored beer with a small white colored head.<br>
<br>
Smells fruity and yeasty  with a scorched sugar scent.  Smells more like a fruity ale than a lager.  Mild and sweet smelling with a mild caramel scent.<br>
<br>
Starts out Mildly sweet with a medium hop bite.  Bitterness is light.  Fruity tasting with lots of yeast.  Grassy after taste.  Just a clean mild mannered beer here.<br>
<br>
Mouthfeel is good with a good level of thickness for the style.<br>
<br>
Overall an easy drinking enjoyable beer.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">490 characters</span><br><br>","May 27, 2017",3.25,3,3.5,-4.7%,3,3.25,Zorro
3.5,95838,,"May 21, 2017",3.5,3.5,3.5,,3.5,3.5,jagada
3.23,95838,,"May 12, 2017",3.5,3.5,3.25,-4.7%,3,3.25,madelf66
3.39,230291,,"Sep 01, 2016",3.25,3.5,3.25,,3.75,3.25,gatornation
3.5,230291,,"Sep 01, 2016",3.5,3.5,3.5,,3.5,3.5,DamienI
3.77,230291,"Poured from a 12 oz. bottle into a chalice.<br>
<br>
Appearance: Pours a somewhat hazy golden orange with a moderate amount of bubbles. Slight finger of off white head which settles into a thin patchy layer. <br>
<br>
Smell: A fruity and sweet aroma with a scent of pineapple and passion fruit. Upfront fruit scent of pineapple and passion fruit. Malt hints of wheat, grains, and cracker with yeast. Sweet hints of candied sugar. A decent aroma. <br>
<br>
Taste: Like it smells, a fruity and sweet taste with notes of pineapple and passion fruit. Fruity notes of pineapple and passion fruit. Light malt notes of wheat, cracker, and grains along with some yeast. Sweet notes of candied sugar. A light but decent taste. <br>
<br>
Mouthfeel: Light bodied with a moderate level of carbonation. Crisp and smooth. <br>
<br>
Overall: A decent light fruit beer. Nice pineapple and passion fruit flavor but not much else.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">872 characters</span><br><br>","Aug 31, 2016",3.75,4,3.75,,3.75,3.75,MattyG85
3.37,230291,,"Aug 24, 2016",3.25,3.5,3.25,-0.3%,3.25,3.5,NastyNorseman
3.44,230291,,"Aug 22, 2016",3.5,3.5,3.5,,3.25,3.5,iRun2Beer
3.93,306228,,"May 04, 2018",3.75,4.25,4,,3.75,4,Kyle1234
3.57,306228,,"May 03, 2018",4,3.75,3.5,-2.5%,3.5,3.5,UCLABrewN84
3.13,306228,"Single bought at Liquor Shed. Bottled January 11th. <br>
<br>
It pours a deep amber red, a finger of foam, good amount of lacing. <br>
<br>
The smell is of lemon citrus, grain, caramel malt that is close to butterscotch. <br>
<br>
Hoppy, yeah, citrus with grass. Malty, yeah, caramel with grain and close to butterscotch. Diacetyl hints. Especially in the finish. <br>
<br>
Good enough mouthfeel. <br>
<br>
Glad I only bought the 1 bottle.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">399 characters</span><br><br>","Apr 30, 2018",3.5,4,3,-14.5%,3.5,2.75,Bitterbill
3.52,306228,,"Apr 30, 2018",3.5,3.75,3.5,-3.8%,3.5,3.5,DenverHopHead
4.57,139778,,"Dec 25, 2014",4.5,5,4.5,,4.25,4.75,boisehack
4.44,139778,,"Dec 25, 2014",4.5,4.5,4.5,,4.25,4.5,Anaxagoris
5,139778,,"Dec 24, 2014",5,5,5,,5,5,Bronat
3.92,84174,,"May 21, 2017",3.75,4.5,3.75,-2.7%,4.25,3.75,pkalix
4.11,84174,"Pours a very pretty ruby/garnet color with a crackling two fingers of a pink head that quickly goes away.<br>
<br>
Smell is like a rasberry hard candy. Not a lot of sweet but maybe more towards the tart on the nose.<br>
<br>
Taste is a very tart raspberry crush. Taste is almost like picking up a fresh tart berry from a bush and eating it. Taste runs almost into a wine like category.<br>
<br>
Mouth is puckering and tart with a very dry finish that does leave some bitter berry background in the mouth.<br>
<br>
If you like raspberries this may tickle your fantasy. Otherwise the taste may be a bit to berry wine like. I really like it and find it so easy drinking it really is great! Note to self the berry tart does linger a bit like jam on the throat as you finish this sucker. Good stuff indeed!<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">769 characters</span><br><br>","May 21, 2017",4,4.25,4.25,,3.75,4.25,BeerBobber
3.37,84174,,"May 06, 2017",3.25,3.5,3.25,-16.4%,3.25,3.5,dukeufo
4.08,84174,,"May 06, 2017",3.75,4,4,,4,4.25,bnes09
3.93,84174,,"Apr 27, 2017",4,3.75,4,-2.5%,3.75,4,BlueSpader
4.16,211580,"Pours a golden ale with a thin off tan head, nice lace. Aroma is wonderful. Grapefruit, lemon, pine and sweet caramel. Taste is grapefruit rind and light sweet malt. Feel is light and creamy. Finishes dry, crisp green apple. <br>
This is a bit hop heavy for a pale. A very good beer. The brewer wanted to showcase single hop and I believe that he did just that<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">356 characters</span><br><br>","Apr 12, 2016",3.75,4,4,,4.75,4,warrenc
3.99,211580,,"Apr 09, 2016",4,3.75,4,,4,4,shelby415
3.44,211580,,"Apr 09, 2016",3.75,4,3.5,-10.6%,3,3.5,grnmtnman
4.38,211580,,"Apr 08, 2016",4.75,4,4.5,,4,4.5,dallasfromphoenix
3.96,211580,,"Apr 04, 2016",3.75,4.5,3.75,,4,4,lexaus
4,45617,,"Oct 13, 2016",4,4,4,-3.4%,4,4,Ardeer
4.12,45617,,"Sep 17, 2016",4,4.25,4,-0.5%,4,4.25,Jamie_Newman
4.46,45617,,"Sep 16, 2016",4.25,4.25,4.5,,4.5,4.5,The_Epopt
4.1,45617,,"Sep 13, 2016",4,4,4,-1%,4,4.25,SeanMNCraftBeerLover
4.13,45617,,"Aug 27, 2016",4.25,4,4,-0.2%,4,4.25,Mtn
4.35,43535,,"Feb 12, 2016",4.25,4.25,4.25,,4.25,4.5,Wookieboy1
4.37,43535,,"Feb 07, 2016",4.5,4.25,4.5,,4,4.5,Brushkanna
4.18,43535,,"Jan 30, 2016",4.25,4,4.25,,4,4.25,donspublic
4.1,43535,,"Jan 28, 2016",4,4,4,,4,4.25,BGsWo22
3.81,43535,,"Jan 21, 2016",4,4.25,3.75,-6.2%,3.75,3.75,wasatchback
4,43535,,"Jan 17, 2016",4,4,4,-1.5%,4,4,Tuck_leepulin
3.75,95838,"12 oz. Can<br>
<br>
Pours a nice yellow color, pretty nice carbonation, with a pretty nice thick/creamy one-finger off-white head, which leaves some nice sticky lacing behind. The nose is malty, slight hop. The taste is kinda hoppy, malty. Medium body. Overall, a nice tasty brew.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">272 characters</span><br><br>","Apr 03, 2017",3.75,3.75,3.75,,3.75,3.75,Wasatch
3.59,95838,,"Apr 01, 2017",3.75,3.75,3.75,,3.5,3.5,tempest
3.1,95838,"12 oz can.<br>
<br>
This is an American style, fizzy, yellow beer.  It's a bit more malty than usual with a typical hop load.  High, fizzy carbonation.  Shows that 10 Barrel can brew a Bud/Miller/PBR sibling.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">200 characters</span><br><br>","Mar 28, 2017",3.25,3.5,3,-8.6%,2.75,3.25,chinchill
3.25,230291,,"Aug 21, 2016",3.25,3.25,3.25,-3.8%,3.25,3.25,Elicoleman
3.75,230291,,"Aug 20, 2016",3.75,3.75,3.75,,3.75,3.75,mothman
3.25,230291,"Bought 22oz bottle from Don Quiojte $3.99<br>
Cloudy orange golden color<br>
Light carbonation<br>
Light-medium mouthfeel<br>
Smells like guava juice<br>
Tastes like guava soda with pineapple added<br>
Overall not for me.  It lost all characteristics of being a beer to become more of an alcoholic juice, but it does deliver on the fruit flavors described on the bottle.  Would be better if it tasted like beer with hints of fruit instead of being the other way around.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">445 characters</span><br><br>","Aug 19, 2016",3.25,3.25,3.25,-3.8%,3.25,3.25,Troy-Hawaii
3.57,230291,,"Aug 17, 2016",3.75,4,3.25,,3.75,3.5,hreb
3.5,230291,,"Aug 14, 2016",3.5,3.5,3.5,,3.5,3.5,MonkeyPilates
3.57,306228,,"Apr 28, 2018",4,3.75,3.5,-2.5%,3.5,3.5,hreb
3.52,306228,,"Apr 27, 2018",3.5,3.75,3.5,-3.8%,3.5,3.5,lastmango
3,306228,,"Apr 26, 2018",3,3,3,-18%,3,3,DerwinWentworth
3.78,306228,,"Apr 26, 2018",4,3.75,3.75,,3.75,3.75,einman
3.62,306228,"Poured from a 12 oz bottle into a Dogfish Head tulip<br>
<br>
L:  Clear amber/copper pour with 2 fingers of foamy white head.  Great retention and lacing.<br>
<br>
S:  Slightly sweet toasted malts and pine/herbal hops.<br>
<br>
T/F:  Crackery grains and caramel malts.  Definitely malt sweetness followed by bitter pine and herbal hops.  Balances nicely... a little medicinal... citrus with almost a mild tartness near the finish.  Earthy. Light bodied... well carbonated.<br>
<br>
O:  A solid red IPA.  Good malt/hop balance with a nice mix of flavors.  Easy drinking.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">537 characters</span><br><br>","Apr 22, 2018",3.75,4,3.5,-1.1%,3.75,3.5,EMV
4.46,139778,,"Dec 22, 2014",4.75,4.5,4.75,,4,4.5,acahill7
4,139778,,"Dec 19, 2014",4,4,4,-2.2%,4,4,CTJman
4.25,139778,,"Dec 17, 2014",4.25,4.25,4.25,,4.25,4.25,sharpski
4.31,84174,,"Apr 21, 2017",4.25,4.25,4.25,,4.5,4.25,psmith161
3.48,84174,"A- Pours murky and bright pink/red. A small head is there and gone with minimal lacing.<br>
<br>
S- First, sweet raspberry fruit hits, quickly followed by a touch of sour. There is a bit of medicinal flavor there with the raspberries resembling couch syrup a bit.<br>
<br>
T- Just a touch of the sweet raspberries hit the tongue first before the fruit turns tart and balances out. After the raspberries subside, the base beer's tartness is readily apparent. It is not too sour, but definitely the predominant flavor component. At the end of the drink, the raspberries return a bit to bring balance to the tartness.<br>
<br>
M- very highly carbonated and crushable, just like the name insinuates.<br>
<br>
Overall, this is a pretty good starter sour that still displays its fruit very well. The level of sour is satisfying, but gets a little strong in the middle of the drink. The fruit is a nice addition that definitely balances the tartness of the beer. This is a great beer for a hot summer day.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">966 characters</span><br><br>","Apr 21, 2017",3.5,3.5,3.5,-13.6%,3,3.75,boilermakerbrew
3.74,64765,,"Jun 10, 2017",3.75,3.5,3.75,,3.75,3.75,Redman414
3.59,64765,"Light brown and appears to be clear. Moderate beige head which leaves a ring of lace after each sip. <br>
<br>
First, I smell rusting iron then I get light cream. Some darker malt elements in the background. <br>
<br>
Quite dry to start, this is probably closer to a highly hopped brown ale.   The malt has a darker caramelized crystal malt and perhaps some chocolate malt as well. The finish comes across a bit watery with the hop bite kicking in.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">432 characters</span><br><br>","Apr 17, 2017",3.5,4,3.5,-1.1%,3.75,3.5,smcolw
4.43,64765,,"Apr 05, 2017",4.25,4.75,4.5,,4.25,4.5,evanwoertz
4.07,64765,,"Mar 27, 2017",4,4.25,4.25,,4,4,BrewsterBrian
4.68,95837,,"Jan 05, 2017",4.75,4.5,4.75,,4.5,4.75,cdubwatters
4.57,95837,"So refreshing and light.  The smell of the cucumber is fresh and nice.  \<br>
<br>
Following the aroma is the taste of tart cucumbers and awesome.<br>
<br>
An all day kind of beer with the low ABV, but nice to drink and relax.  <br>
<br>
Not for everyone.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">231 characters</span><br><br>","Dec 25, 2016",5,4.75,4.5,,4.5,4.5,Drinkerofales
